,MODELS,VERSION,BRANDS,Fuel,MODEL_YEAR,RTO,Transmission,OWNER,KM_DRIVEN,Location,EMI,FINAL_PRICE,ACTUAL_PRICE,Discount_Amount,CAR_AGE
166,Rapid,STYLE TSI,Skoda,Petrol,2020,TS-08,Manual,2,53802,Hyderabad,18596,977000,997000,20000,3
167,Rapid,STYLE 1.5 TDI,Skoda,Diesel,2017,TS-03,Manual,2,115276,Hyderabad,14858,760000,792000,32000,6
168,Rapid,STYLE 1.5 TDI,Skoda,Diesel,2016,TS-07,Manual,1,100615,Hyderabad,14799,757000,794000,37000,7
169,Rapid,1.0 AMBITION TSI ATAutomatic,Skoda,Petrol,2021,TS-10,Automatic,1,20821,Hyderabad,21604,1134999,1134999,0,2
170,Rapid,1.0 AMBITION TSI MT,Skoda,Petrol,2020,TS-08,Manual,1,33012,Hyderabad,16415,862399,862399,0,3
171,KUSHAQ,STYLE 1.5 TSI MT,Skoda,Petrol,2021,TS-07,Manual,1,8360,Hyderabad,30748,1615399,1811899,196500,2
172,Rapid,1.5 TDI AT STYLE PLUSAutomatic,Skoda,Diesel,2018,TS-07,Automatic,1,33945,Hyderabad,17643,926899,926899,0,5
173,Rapid,AMBITION 1.6 MPFI MT,Skoda,Petrol,2012,AP-09,Manual,2,91301,Hyderabad,6622,338699,338699,0,11
174,Compass,2.0 LONGITUDE (O),Jeep,Diesel,2017,TS-08,Manual,1,89906,Hyderabad,20785,1092000,1216000,124000,6
175,Compass,LIMITED PLUS PETROL ATAutomatic,Jeep,Petrol,2018,TS-07,Automatic,1,42064,Hyderabad,30327,1593300,1665000,71700,5
176,Compass,LIMITED 2.0 DIESEL,Jeep,Diesel,2018,TS-13,Manual,2,122168,Hyderabad,25563,1343000,1414000,71000,5
177,Compass,LIMITED 2.0 DIESEL,Jeep,Diesel,2018,TS-08,Manual,1,83083,Hyderabad,26648,1400000,1455000,55000,5
178,Compass,LIMITED 1.4 ATAutomatic,Jeep,Petrol,2018,TS-09,Automatic,1,73576,Hyderabad,25173,1322499,1453699,131200,5
179,Compass,2.0 SPORT PLUS,Jeep,Diesel,2019,TS-11,Manual,1,77390,Hyderabad,25677,1349000,1502000,153000,4
180,Compass,2.0 LIMITED,Jeep,Diesel,2018,TS-09,Manual,1,58864,Hyderabad,26610,1398000,1516000,118000,5
181,Compass,LIMITED (O) 2.0,Jeep,Diesel,2018,AP-39,Manual,1,50579,Hyderabad,27866,1464000,1592000,128000,5
182,Compass,1.4 LIMITED PLUS ATAutomatic,Jeep,Petrol,2019,TS-07,Automatic,1,23457,Hyderabad,31178,1638000,1690000,52000,4
183,Compass,LIMITED PLUS PETROL ATAutomatic,Jeep,Petrol,2018,TS-09,Automatic,1,60183,Hyderabad,30340,1594000,1647000,53000,5
184,Wagon-R,ZXI 1.2 AMTAutomatic,Maruti,Petrol,2019,GJ-06,Automatic,1,20945,Ahmedabad,10831,554000,595000,41000,4
185,Estilo,VXI,Maruti,Petrol,2010,DL-3C,Manual,1,82224,Ahmedabad,2933,150000,157000,7000,13
186,Alto,VXI,Maruti,Petrol,2022,GJ-08,Manual,1,10221,Ahmedabad,8328,426000,432000,6000,1
187,Eeco,5 STR WITH A/C+HTR,Maruti,CNG,2018,GJ-01,Manual,1,57011,Ahmedabad,9247,473000,473000,0,5
188,800,LXI,Maruti,Petrol,2014,GJ-01,Manual,1,7824,Ahmedabad,4712,241000,250000,9000,9
189,Dzire,VXI,Maruti,Petrol,2012,GJ-01,Manual,3,119603,Ahmedabad,6256,320000,339000,19000,11
191,Swift,VDI,Maruti,Diesel,2012,GJ-02,Manual,3,114919,Ahmedabad,6080,311000,326000,15000,11
192,Baleno,DELTA PETROL 1.2,Maruti,Petrol,2019,GJ-01,Manual,1,20594,Ahmedabad,13235,677000,677000,0,4
193,Ciaz,ALPHA  AT 1.5 SHVS PETROLAutomatic,Maruti,Petrol,2022,GJ-18,Automatic,1,7536,Ahmedabad,20957,1101000,1176000,75000,1
194,Brezza,VXI,Maruti,Petrol,2021,GJ-01,Manual,2,27815,Ahmedabad,15601,798000,855000,57000,2
195,Eeco,5 STR WITH A/C+HTR,Maruti,Petrol,2018,GJ-23,Manual,1,75399,Ahmedabad,7859,402000,417000,15000,5
196,Dzire,VXI,Maruti,Petrol,2012,GJ-01,Manual,1,116202,Ahmedabad,6530,334000,344000,10000,11
197,Ciaz,ZETA AT 1.5  SHVS PETROLAutomatic,Maruti,Petrol,2022,GJ-27,Automatic,1,7815,Ahmedabad,20328,1068000,1141000,73000,1
200,Baleno,SIGMA PETROL 1.2,Maruti,Petrol,2021,GJ-24,Manual,1,51223,Ahmedabad,10557,540000,594000,54000,2
201,800,LXI,Maruti,Petrol,2015,GJ-09,Manual,1,121783,Ahmedabad,4438,227000,236000,9000,8
202,Celerio,ZXI AMTAutomatic,Maruti,CNG,2017,GJ-27,Automatic,2,97364,Ahmedabad,7605,389000,474000,85000,6
203,Eeco,5 STR WITH A/C+HTR,Maruti,Petrol,2019,GJ-27,Manual,1,30023,Ahmedabad,9247,473000,473000,0,4
204,i10,MAGNA 1.2,Hyundai,CNG,2012,GJ-18,Manual,1,95392,Ahmedabad,5787,296000,296000,0,11
205,Verna,1.6 VTVT SX,Hyundai,CNG,2019,GJ-01,Manual,1,55431,Ahmedabad,16560,870000,941000,71000,4
206,VENUE,S+ 1.2,Hyundai,Petrol,2022,GJ-23,Manual,1,12610,Ahmedabad,17549,922000,922000,0,1
207,i10,MAGNA 1.1,Hyundai,Petrol,2010,GJ-01,Manual,2,124848,Ahmedabad,3460,177000,188000,11000,13
208,i10,MAGNA 1.1,Hyundai,CNG,2014,GJ-01,Manual,2,105080,Ahmedabad,5787,296000,309000,13000,9
209,i20,SPORTZ (O) 1.2,Hyundai,Petrol,2010,GJ-01,Manual,1,66314,Ahmedabad,5318,272000,272000,0,13
210,SANTRO,SPORTZ MT,Hyundai,Petrol,2019,GJ-01,Manual,1,13394,Ahmedabad,10205,522000,548000,26000,4
211,Eon,D-LITE+,Hyundai,Petrol,2013,GJ-01,Manual,3,58000,Ahmedabad,3734,191000,196000,5000,10
212,Creta,S 1.5 DIESEL,Hyundai,Diesel,2021,GJ-18,Manual,1,49915,Ahmedabad,23735,1247000,1354000,107000,2
213,i10,SPORTZ 1.2 KAPPA VTVT,Hyundai,Petrol,2015,GJ-05,Manual,2,72036,Ahmedabad,7742,396000,464000,68000,8
214,Creta,E PLUS 1.6 PETROL,Hyundai,Petrol,2019,GJ-06,Manual,1,43804,Ahmedabad,16769,881000,962000,81000,4
215,Elantra,1.6 SX AT DIESELAutomatic,Hyundai,Diesel,2014,GJ-01,Automatic,1,96579,Ahmedabad,10753,550000,573000,23000,9
216,i20,MAGNA 1.2,Hyundai,Petrol,2016,GJ-01,Manual,2,66630,Ahmedabad,9912,507000,588000,81000,7
217,i20,SPORTZ 1.2,Hyundai,Petrol,2012,GJ-01,Manual,2,76643,Ahmedabad,6412,328000,350000,22000,11
218,i10,SPORTZ 1.1,Hyundai,CNG,2015,GJ-24,Manual,2,76494,Ahmedabad,6647,340000,358000,18000,8
219,VENUE,S+ 1.2,Hyundai,Petrol,2022,GJ-01,Manual,1,20228,Ahmedabad,16084,845000,895000,50000,1
220,Creta,SX PLUS AT 1.6 DIESELAutomatic,Hyundai,Diesel,2016,GJ-10,Automatic,2,101807,Ahmedabad,15589,819000,895000,76000,7
221,Verna,1.6 VTVT SX (O) ATAutomatic,Hyundai,Petrol,2017,GJ-05,Automatic,2,68196,Ahmedabad,16522,868000,964000,96000,6
222,Xcent,S 1.2,Hyundai,Petrol,2014,GJ-01,Manual,1,47443,Ahmedabad,7820,400000,400000,0,9
223,Creta,S IMT 1.5 PETROL,Hyundai,Petrol,2022,GJ-36,Manual,1,4236,Ahmedabad,24649,1295000,1324000,29000,1
224,City,1.5L I-VTEC E MT,Honda,Petrol,2010,GJ-06,Manual,3,73789,Ahmedabad,4497,230000,248000,18000,13
225,Civic,1.8L I-VTEC VX CVTAutomatic,Honda,Petrol,2019,GJ-01,Automatic,1,36576,Ahmedabad,30892,1623000,1686000,63000,4
226,Jazz,1.2L I-VTEC ZX CVTAutomatic,Honda,Petrol,2022,GJ-01,Automatic,2,5581,Ahmedabad,19834,1042000,1042000,0,1
227,Jazz,1.2L I-VTEC E,Honda,CNG,2015,GJ-01,Manual,2,74494,Ahmedabad,7005,358300,379000,20700,8
228,Brio,S MT,Honda,Petrol,2014,GJ-27,Manual,2,75029,Ahmedabad,7155,366000,380000,14000,9
229,Amaze,1.2L I-VTEC E,Honda,Petrol,2021,GJ-01,Manual,1,101603,Ahmedabad,10225,523000,575000,52000,2
230,Amaze,1.2L I-VTEC V,Honda,Petrol,2019,GJ-18,Manual,1,29929,Ahmedabad,13431,687000,744000,57000,4
231,Amaze,1.2L I-VTEC E,Honda,Petrol,2019,GJ-23,Manual,1,43774,Ahmedabad,11261,576000,590000,14000,4
232,City,1.5L I-VTEC V MT,Honda,Petrol,2011,GJ-01,Manual,1,114079,Ahmedabad,6530,334000,350000,16000,12
233,City,1.5L I-VTEC VX CVTAutomatic,Honda,Petrol,2017,GJ-01,Automatic,1,62802,Ahmedabad,14096,721000,758000,37000,6
234,Jazz,1.2L I-VTEC S ATAutomatic,Honda,Petrol,2015,GJ-01,Automatic,2,112010,Ahmedabad,7722,395000,407000,12000,8
235,Jazz,1.2L I-VTEC VX,Honda,Petrol,2016,GJ-01,Manual,3,34902,Ahmedabad,8543,437000,508000,71000,7
236,City,1.5L I-VTEC SV CVTAutomatic,Honda,Petrol,2016,GJ-01,Automatic,3,70833,Ahmedabad,11046,565000,629000,64000,7
237,Amaze,1.2L I-VTEC S,Honda,Petrol,2017,GJ-23,Manual,2,33511,Ahmedabad,9032,462000,523000,61000,6
238,Amaze,1.2L I-VTEC V,Honda,CNG,2019,GJ-16,Manual,1,87157,Ahmedabad,11730,600000,635000,35000,4
239,BR-V,1.5L I- DTEC S,Honda,Diesel,2017,GJ-01,Manual,1,64898,Ahmedabad,12199,624000,681000,57000,6
240,Brio,S MT,Honda,Petrol,2014,GJ-18,Manual,1,63492,Ahmedabad,7801,399000,407000,8000,9
241,City,1.5L I-VTEC VX CVTAutomatic,Honda,Petrol,2020,GJ-02,Automatic,1,36212,Ahmedabad,20614,1083000,1229000,146000,3
242,Amaze,1.2L I-VTEC S,Honda,Petrol,2015,GJ-01,Manual,1,104289,Ahmedabad,7077,362000,397000,35000,8
243,City,1.5L I-VTEC S MT,Honda,Petrol,2013,GJ-01,Manual,2,88102,Ahmedabad,8211,420000,427000,7000,10
244,Kwid,RXT 0.8,Renault,Petrol,2018,GJ-27,Manual,1,49162,Ahmedabad,5630,288000,301000,13000,5
245,Kiger,RXL MT,Renault,Petrol,2021,GJ-15,Manual,2,20537,Ahmedabad,12434,636000,670000,34000,2
246,TRIBER,RXZ,Renault,Petrol,2019,GJ-27,Manual,1,33912,Ahmedabad,11183,572000,612000,40000,4
247,Kwid,CLIMBER MT 1.0,Renault,Petrol,2022,GJ-01,Manual,1,4139,Ahmedabad,9736,498000,567000,69000,1
248,TRIBER,RXT,Renault,Petrol,2019,GJ-15,Manual,2,33367,Ahmedabad,10147,519000,542000,23000,4
249,Kwid,RXL,Renault,Petrol,2019,GJ-18,Manual,1,74035,Ahmedabad,6491,332000,341000,9000,4
250,Kwid,RXT 1.0 (O),Renault,Petrol,2019,GJ-06,Manual,1,50524,Ahmedabad,6940,355000,375000,20000,4
251,Kiger,RXZ MT,Renault,Petrol,2021,GJ-18,Manual,1,15987,Ahmedabad,13763,704000,768000,64000,2
252,Kwid,RXT 1.0,Renault,Petrol,2018,GJ-06,Manual,2,33257,Ahmedabad,6667,341000,353000,12000,5
253,Duster,RXL PETROL,Renault,Petrol,2017,GJ-09,Manual,1,37457,Ahmedabad,12317,630000,661000,31000,6
254,Kwid,RXT 1.0 AMT (O)Automatic,Renault,Petrol,2019,GJ-01,Automatic,1,28055,Ahmedabad,8504,435000,455000,20000,4
255,TRIBER,RXT AMTAutomatic,Renault,Petrol,2020,GJ-01,Automatic,1,27982,Ahmedabad,11847,606000,645000,39000,3
256,Kwid,RXT 0.8,Renault,Petrol,2021,GJ-01,Manual,1,20600,Ahmedabad,8485,434000,471000,37000,2
257,TRIBER,RXL MT,Renault,Petrol,2022,GJ-02,Manual,1,19500,Ahmedabad,12884,659000,678000,19000,1
258,Kwid,RXT 1.0 (O),Renault,Petrol,2019,GJ-09,Manual,1,64974,Ahmedabad,7644,391000,391000,0,4
259,Kwid,RXT 1.0 (O),Renault,Petrol,2019,GJ-23,Manual,2,65113,Ahmedabad,7019,359000,388000,29000,4
260,Kwid,RXT 1.0,Renault,Petrol,2018,GJ-18,Manual,1,53519,Ahmedabad,6921,354000,354000,0,5
261,TRIBER,RXZ,Renault,Petrol,2022,GJ-18,Manual,1,3138,Ahmedabad,15284,803000,803000,0,1
262,TIGOR,XZA PLUS PETROLAutomatic,Tata,Petrol,2022,GJ-01,Automatic,1,9606,Ahmedabad,15380,808000,846000,38000,1
263,TIGOR,XZ PLUS CNG,Tata,CNG,2022,GJ-01,Manual,1,10076,Ahmedabad,15475,813000,852000,39000,1
264,Safari,XZA PLUS DARK EDITIONAutomatic,Tata,Diesel,2022,GJ-38,Automatic,1,48544,Ahmedabad,42865,2252000,2297000,45000,1
265,Tiago,XT PETROL,Tata,CNG,2018,GJ-07,Manual,1,56470,Ahmedabad,8426,431000,456000,25000,5
266,Tiago,XT PETROL,Tata,CNG,2017,GJ-18,Manual,1,88955,Ahmedabad,7937,406000,424000,18000,6
267,Tiago,XT PETROL,Tata,Petrol,2016,GJ-01,Manual,1,110096,Ahmedabad,6491,332000,371000,39000,7
268,Tiago,XT (O) PETROL,Tata,Petrol,2021,GJ-01,Manual,1,7660,Ahmedabad,10831,554000,585000,31000,2
269,TIGOR,XT PETROL,Tata,Petrol,2017,GJ-38,Manual,1,110462,Ahmedabad,7976,408000,444000,36000,6
270,ALTROZ,XM PLUS PETROL,Tata,Petrol,2022,GJ-06,Manual,1,3094,Ahmedabad,13138,672000,734000,62000,1
271,ALTROZ,XZ PETROL,Tata,Petrol,2020,GJ-01,Manual,1,17013,Ahmedabad,12669,648000,721000,73000,3
272,TIGOR,XZ CNG,Tata,CNG,2022,GJ-01,Manual,1,24810,Ahmedabad,15190,777000,805000,28000,1
273,Harrier,XT PLUS 2.0L KRYOTEC DARK EDITON,Tata,Diesel,2022,GJ-01,Manual,1,35498,Ahmedabad,31292,1644000,1810000,166000,1
274,Tiago,XZ PETROL,Tata,Petrol,2017,GJ-01,Manual,1,58875,Ahmedabad,7976,408000,426000,18000,6
275,NEXON,XZA PLUS SUNROOF PETROLAutomatic,Tata,Petrol,2021,GJ-01,Automatic,1,10667,Ahmedabad,20142,1058200,1130000,71800,2
276,TIGOR,XZ 1.2 REVOTRON,Tata,Petrol,2018,GJ-27,Manual,1,87012,Ahmedabad,9462,484000,534000,50000,5
277,Tiago,XT CNG,Tata,CNG,2022,GJ-09,Manual,1,25813,Ahmedabad,12825,656000,711000,55000,1
278,ALTROZ,XZ (O) PETROL,Tata,Petrol,2020,GJ-27,Manual,1,84125,Ahmedabad,13353,683000,703000,20000,3
279,ALTROZ,XE PETROL,Tata,Petrol,2021,GJ-23,Manual,1,45360,Ahmedabad,11183,572000,605000,33000,2
280,ALTROZ,XT DIESEL,Tata,Diesel,2022,GJ-01,Manual,1,15968,Ahmedabad,16331,858000,926000,68000,1
281,Tiago,XZA PETROLAutomatic,Tata,Petrol,2018,GJ-01,Automatic,1,42397,Ahmedabad,9580,490000,520000,30000,5
282,Go,T,Datsun,Petrol,2018,GJ-38,Manual,1,65622,Ahmedabad,5533,283000,283000,0,5
283,Go,S 1.0 AMTAutomatic,Datsun,Petrol,2018,GJ-01,Automatic,1,38225,Ahmedabad,6315,323000,356000,33000,5
284,Go,1.0 S ATAutomatic,Datsun,Petrol,2019,GJ-06,Automatic,1,12339,Ahmedabad,5333,272799,272799,0,4
285,Go,T (O),Datsun,Petrol,2016,GJ-06,Manual,1,42561,Ahmedabad,4213,215499,215499,0,7
286,Go,T (O),Datsun,Petrol,2021,GJ-06,Manual,1,2669,Ahmedabad,8328,426000,468000,42000,2
287,Go,1.0 S ATAutomatic,Datsun,Petrol,2018,GJ-05,Automatic,2,39123,Ahmedabad,6233,318799,323799,5000,5
288,Go,T,Datsun,Petrol,2020,GJ-01,Manual,1,24070,Ahmedabad,5667,289849,289849,0,3
289,Go,T (O),Datsun,Petrol,2016,GJ-01,Manual,1,50724,Ahmedabad,3480,178000,178000,0,7
290,Go,T,Datsun,Petrol,2014,GJ-06,Manual,2,69870,Ahmedabad,2600,133000,133000,0,9
291,Go,S,Datsun,Petrol,2016,GJ-13,Manual,1,57313,Ahmedabad,3597,184000,184000,0,7
292,Polo,1.0 GT TSI ATAutomatic,Volkswagen,Petrol,2020,GJ-06,Automatic,3,39632,Ahmedabad,17683,929000,968000,39000,3
293,Ameo,TRENDLINE 1.5L,Volkswagen,Diesel,2017,GJ-12,Manual,2,87481,Ahmedabad,7644,391000,419000,28000,6
294,Vento,HIGHLINE DIESEL 1.5,Volkswagen,Diesel,2015,GJ-01,Manual,2,81113,Ahmedabad,9638,493000,528000,35000,8
295,Polo,TRENDLINE 1.0L,Volkswagen,Petrol,2019,GJ-17,Manual,2,31753,Ahmedabad,10147,519000,580000,61000,4
296,Polo,1.0 GT TSI ATAutomatic,Volkswagen,Petrol,2021,GJ-15,Automatic,1,29121,Ahmedabad,16160,849000,900000,51000,2
297,Ameo,HIGHLINE PLUS 1.5L AT 16 ALLOYAutomatic,Volkswagen,Diesel,2017,GJ-01,Automatic,1,46831,Ahmedabad,11691,598000,628000,30000,6
298,Vento,COMFORTLINE 1.0 TSI MT,Volkswagen,Petrol,2020,GJ-24,Manual,2,69728,Ahmedabad,14936,764000,966000,202000,3
299,Polo,Trendline 1.0 L Petrol,Volkswagen,Petrol,2020,GJ-38,Manual,1,94796,Ahmedabad,10420,533000,571000,38000,3
300,VIRTUS,TOPLINE TSI 1.0 MT,Volkswagen,Petrol,2022,GJ-18,Manual,1,14302,Ahmedabad,28399,1492000,1520000,28000,1
301,Polo,COMFORTLINE 1.2L,Volkswagen,Petrol,2017,GJ-01,Manual,1,83286,Ahmedabad,10283,526000,526000,0,6
302,Ameo,HIGHLINE1.5L,Volkswagen,Diesel,2017,GJ-03,Manual,2,107294,Ahmedabad,8622,441000,491000,50000,6
303,Vento,HIGHLINE PLUS 1.0 TSI ATAutomatic,Volkswagen,Petrol,2022,GJ-01,Automatic,1,4332,Ahmedabad,23774,1249000,1346000,97000,1
304,Polo,1.0 GT TSI ATAutomatic,Volkswagen,Petrol,2021,GJ-03,Automatic,2,77961,Ahmedabad,16636,874000,927000,53000,2
305,TAIGUN,HIGHLINE 1.0 TSI ATAutomatic,Volkswagen,Petrol,2022,GJ-01,Automatic,2,14450,Ahmedabad,26724,1404000,1498000,94000,1
306,Ameo,HIGHLINE1.5L,Volkswagen,Diesel,2016,GJ-01,Manual,1,109668,Ahmedabad,9384,480000,510000,30000,7
307,Ameo,TRENDLINE 1.0L,Volkswagen,CNG,2019,GJ-03,Manual,1,84609,Ahmedabad,9306,476000,526000,50000,4
308,Vento,HIGHLINE 1.5 ATAutomatic,Volkswagen,Diesel,2016,GJ-01,Automatic,2,108164,Ahmedabad,11359,581000,626000,45000,7
309,Ecosport,TREND 1.5L DIESEL,Ford,Diesel,2016,GJ-27,Manual,2,103336,Ahmedabad,9443,483000,521000,38000,7
310,Ecosport,TITANIUM 1.5L DIESEL,Ford,Diesel,2019,GJ-27,Manual,1,77394,Ahmedabad,15380,808000,839000,31000,4
311,FREESTYLE,TITANIUM PLUS 1.2 PETROL,Ford,Petrol,2018,GJ-01,Manual,1,42024,Ahmedabad,10029,513000,602000,89000,5
312,Ecosport,TITANIUM 1.5L DIESEL,Ford,Diesel,2017,GJ-01,Manual,2,106683,Ahmedabad,10753,550000,593000,43000,6
313,Ecosport,TITANIUM 1.5L DIESEL,Ford,Diesel,2019,GJ-05,Manual,2,67581,Ahmedabad,15361,807000,872000,65000,4
314,Aspire,TITANIUM 1.2 PETROL,Ford,Petrol,2020,GJ-01,Manual,1,21882,Ahmedabad,12532,641000,700000,59000,3
315,Ecosport,1.5 TITANIUM PLUS TI VCT ATAutomatic,Ford,Petrol,2018,GJ-01,Automatic,3,39722,Ahmedabad,13724,702000,885000,183000,5
316,Ecosport,TITANIUM + 1.5L PETROL ATAutomatic,Ford,Petrol,2018,GJ-38,Automatic,1,49360,Ahmedabad,14682,751000,883000,132000,5
317,Ecosport,TITANIUM + 1.5L PETROL ATAutomatic,Ford,CNG,2018,GJ-01,Automatic,1,112071,Ahmedabad,14389,736000,820000,84000,5
318,Ecosport,TITANIUM + 1.5L PETROL ATAutomatic,Ford,Petrol,2018,GJ-06,Automatic,1,71070,Ahmedabad,14643,749000,812000,63000,5
319,FREESTYLE,TITANIUM 1.2 PETROL,Ford,Petrol,2018,GJ-02,Manual,1,32375,Ahmedabad,10225,523000,523000,0,5
320,SELTOS,HTX 1.5 CVT PETROLAutomatic,KIA,Petrol,2021,GJ-01,Automatic,1,26485,Ahmedabad,27333,1436000,1478000,42000,2
321,SONET,HTX 1.0 IMT,KIA,Petrol,2021,GJ-06,Manual,1,11487,Ahmedabad,17055,896000,966000,70000,2
322,SELTOS,GTK 1.4 PETROL,KIA,Petrol,2019,GJ-02,Manual,1,77498,Ahmedabad,18672,981000,1073000,92000,4
323,SELTOS,HTK PLUS 1.5 IMT,KIA,Petrol,2022,GJ-23,Manual,1,27272,Ahmedabad,23488,1234000,1317000,83000,1
324,SONET,HTX 1.0 IMT,KIA,Petrol,2021,GJ-27,Manual,1,20504,Ahmedabad,17778,934000,965000,31000,2
325,SONET,GTX PLUS 1.0 IMT,KIA,Petrol,2020,GJ-18,Manual,1,31724,Ahmedabad,17816,936000,973000,37000,3
326,SELTOS,HTX PLUS 1.5 DIESEL,KIA,Diesel,2022,GJ-23,Manual,1,83732,Ahmedabad,28780,1512000,1684000,172000,1
327,SONET,HTX PLUS 1.0 IMT,KIA,Petrol,2021,GJ-06,Manual,1,19937,Ahmedabad,21908,1151000,1197000,46000,2
328,SELTOS,HTK 1.5 PETROL,KIA,Petrol,2020,GJ-01,Manual,1,14469,Ahmedabad,20861,1095999,1095999,0,3
329,SELTOS,HTX 1.5 PETROL MT,KIA,Petrol,2020,GJ-01,Manual,1,26465,Ahmedabad,21666,1138249,1138599,350,3
330,Rapid,MONTE CARLO 1.6 MPI ATAutomatic,Skoda,Petrol,2017,GJ-01,Automatic,1,81408,Ahmedabad,13001,665000,738000,73000,6
331,Rapid,AMBITION 1.6 MPI MT,Skoda,Petrol,2018,GJ-01,Manual,2,94375,Ahmedabad,10616,543000,635000,92000,5
